Date,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
2023-04-25 18:00:00,2,213.62,0,0.03,72.96,0.12,0.5,0.52,0.03
2023-04-25 19:00:00,2,213.62,0,0.03,74.39,0.11,0.5,0.52,0.03
2023-04-25 20:00:00,2,213.62,0,0.02,74.39,0.1,0.5,0.53,0.04
2023-04-25 21:00:00,2,213.62,0,0.02,74.39,0.1,0.5,0.54,0.04
2023-04-25 22:00:00,2,213.62,0,0.03,75.1,0.1,0.5,0.56,0.04
2023-04-25 23:00:00,2,211.95,0,0.03,75.1,0.1,0.5,0.57,0.05
2023-04-26 00:00:00,2,210.29,0.01,0.02,75.1,0.12,0.5,0.58,0.05
2023-04-26 01:00:00,2,208.62,0.01,0.02,89.41,0.23,0.5,0.63,0.05
2023-04-26 02:00:00,2,208.62,0.01,0.02,91.55,0.24,0.5,0.64,0.05
2023-04-26 03:00:00,2,208.62,0.01,0.02,92.98,0.24,0.5,0.65,0.04
2023-04-26 04:00:00,2,208.62,0.01,0.02,94.41,0.25,0.5,0.66,0.04
2023-04-26 05:00:00,2,208.62,0.01,0.02,94.41,0.26,0.5,0.67,0.04
2023-04-26 06:00:00,2,208.62,0.01,0.02,95.84,0.26,0.5,0.67,0.04
2023-04-26 07:00:00,2,210.29,0.01,0.03,94.41,0.22,0.5,0.66,0.04
2023-04-26 08:00:00,2,211.95,0.01,0.03,88.69,0.17,0.5,0.64,0.05
2023-04-26 09:00:00,2,211.95,0.01,0.04,83.68,0.16,0.5,0.61,0.06
2023-04-26 10:00:00,2,211.95,0.01,0.05,80.11,0.17,0.5,0.6,0.08
2023-04-26 11:00:00,2,210.29,0,0.06,75.82,0.17,0.5,0.58,0.11
2023-04-26 12:00:00,2,210.29,0,0.06,72.24,0.17,0.5,0.57,0.14
2023-04-26 13:00:00,2,211.95,0,0.06,68.66,0.15,0.5,0.55,0.16
2023-04-26 14:00:00,2,216.96,0,0.06,64.37,0.11,0.5,0.54,0.17
2023-04-26 15:00:00,2,223.64,0,0.06,61.51,0.08,0.5,0.52,0.17
2023-04-26 16:00:00,2,230.31,0,0.07,61.51,0.08,0.5,0.51,0.16
2023-04-26 17:00:00,2,233.65,0,0.07,64.37,0.09,0.5,0.51,0.14
2023-04-26 18:00:00,2,230.31,0,0.06,69.38,0.11,0.5,0.51,0.12
2023-04-26 19:00:00,2,230.31,0,0.06,74.39,0.13,0.5,0.5,0.11
2023-04-26 20:00:00,2,230.31,0,0.05,76.53,0.14,0.5,0.5,0.1
2023-04-26 21:00:00,2,230.31,0,0.05,78.68,0.14,0.5,0.5,0.11
2023-04-26 22:00:00,2,230.31,0,0.05,79.39,0.14,0.5,0.5,0.11
2023-04-26 23:00:00,2,226.97,0.01,0.05,78.68,0.15,0.5,0.5,0.1
2023-04-27 00:00:00,2,223.64,0.01,0.04,77.25,0.15,0.5,0.5,0.09
2023-04-27 01:00:00,2,216.96,0.01,0.04,94.41,0.36,0.5,0.5,0.04
2023-04-27 02:00:00,2,216.96,0.01,0.03,94.41,0.37,0.5,0.51,0.03
2023-04-27 03:00:00,2,216.96,0.01,0.03,94.41,0.37,0.5,0.51,0.03
2023-04-27 04:00:00,2,216.96,0.01,0.03,94.41,0.37,0.5,0.51,0.03
2023-04-27 05:00:00,2,213.62,0.01,0.03,95.84,0.36,0.5,0.52,0.03
2023-04-27 06:00:00,2,213.62,0.01,0.03,95.84,0.34,0.5,0.52,0.02
2023-04-27 07:00:00,2,213.62,0.01,0.04,91.55,0.26,0.5,0.52,0.03
2023-04-27 08:00:00,2,216.96,0.01,0.05,87.26,0.19,0.5,0.52,0.03
2023-04-27 09:00:00,2,220.3,0.01,0.06,85.12,0.18,0.5,0.52,0.04
2023-04-27 10:00:00,2,220.3,0.01,0.07,82.97,0.15,0.5,0.52,0.04
2023-04-27 11:00:00,2,223.64,0,0.08,79.39,0.12,0.5,0.52,0.06
2023-04-27 12:00:00,2,226.97,0,0.09,75.82,0.15,0.5,0.52,0.09
2023-04-27 13:00:00,2,226.97,0,0.08,72.96,0.18,0.5,0.52,0.12
2023-04-27 14:00:00,2,223.64,0,0.08,71.53,0.18,0.5,0.52,0.12
2023-04-27 15:00:00,2,223.64,0,0.08,72.24,0.18,0.5,0.52,0.11
2023-04-27 16:00:00,2,220.3,0,0.07,75.1,0.2,0.5,0.52,0.09
2023-04-27 17:00:00,2,220.3,0,0.07,75.82,0.2,0.5,0.52,0.08
2023-04-27 18:00:00,2,220.3,0,0.06,75.1,0.18,0.5,0.52,0.07
2023-04-27 19:00:00,2,216.96,0,0.05,74.39,0.17,0.5,0.51,0.06
2023-04-27 20:00:00,2,216.96,0,0.05,75.1,0.17,0.5,0.51,0.06
2023-04-27 21:00:00,2,216.96,0,0.05,76.53,0.19,0.5,0.51,0.06
2023-04-27 22:00:00,2,216.96,0,0.07,77.25,0.2,0.5,0.51,0.06
2023-04-27 23:00:00,2,216.96,0.01,0.06,76.53,0.2,0.5,0.52,0.07
2023-04-28 00:00:00,2,213.62,0.01,0.05,73.67,0.14,0.5,0.52,0.05
2023-04-28 01:00:00,2,213.62,0.01,0.05,90.84,0.25,0.5,0.52,0.1
2023-04-28 02:00:00,2,213.62,0.01,0.04,92.98,0.24,0.5,0.52,0.1
2023-04-28 03:00:00,2,211.95,0.01,0.04,92.98,0.24,0.5,0.52,0.09
2023-04-28 04:00:00,2,210.29,0.01,0.04,92.98,0.24,0.5,0.53,0.08
2023-04-28 05:00:00,2,208.62,0.01,0.04,90.84,0.25,0.5,0.52,0.07
2023-04-28 06:00:00,2,208.62,0.01,0.05,89.41,0.25,0.5,0.52,0.06
2023-04-28 07:00:00,2,208.62,0.01,0.05,85.12,0.22,0.5,0.52,0.05
2023-04-28 08:00:00,2,206.95,0.01,0.06,77.96,0.17,0.5,0.52,0.05
2023-04-28 09:00:00,2,205.28,0.01,0.07,73.67,0.15,0.5,0.52,0.04
2023-04-28 10:00:00,2,203.61,0.01,0.07,70.81,0.12,0.5,0.53,0.03
2023-04-28 11:00:00,2,205.28,0,0.08,70.1,0.09,0.5,0.53,0.03
2023-04-28 12:00:00,2,208.62,0,0.09,72.24,0.11,0.5,0.53,0.03
2023-04-28 13:00:00,2,213.62,0,0.08,77.25,0.15,0.5,0.53,0.04
2023-04-28 14:00:00,2,220.3,0,0.08,81.54,0.16,0.5,0.52,0.04
2023-04-28 15:00:00,2,223.64,0,0.07,83.68,0.17,0.5,0.52,0.04
2023-04-28 16:00:00,2,226.97,0,0.07,84.4,0.16,0.5,0.51,0.04
2023-04-28 17:00:00,2,226.97,0,0.06,82.25,0.14,0.5,0.51,0.04
2023-04-28 18:00:00,2,226.97,0,0.06,80.11,0.12,0.5,0.51,0.04
2023-04-28 19:00:00,2,223.64,0,0.06,78.68,0.12,0.5,0.51,0.04
2023-04-28 20:00:00,2,223.64,0,0.05,78.68,0.13,0.5,0.51,0.05
2023-04-28 21:00:00,2,223.64,0,0.06,78.68,0.14,0.5,0.51,0.05
2023-04-28 22:00:00,2,220.3,0,0.07,77.25,0.15,0.5,0.51,0.05
2023-04-28 23:00:00,2,216.96,0.01,0.07,73.67,0.14,0.5,0.51,0.05
2023-04-29 00:00:00,2,213.62,0.02,0.06,70.1,0.11,0.5,0.52,0.04
2023-04-29 01:00:00,2,211.95,0.02,0.06,70.81,0.12,0.5,0.52,0.03
2023-04-29 02:00:00,2,210.29,0.02,0.05,73.67,0.12,0.5,0.52,0.03
2023-04-29 03:00:00,2,210.29,0.02,0.05,77.96,0.16,0.5,0.52,0.04
2023-04-29 04:00:00,2,211.95,0.02,0.04,92.98,0.4,0.52,0.56,0.09
2023-04-29 05:00:00,2,211.95,0.02,0.04,94.41,0.41,0.61,0.64,0.09
2023-04-29 06:00:00,2,210.29,0.02,0.05,94.41,0.38,0.64,0.68,0.08
2023-04-29 07:00:00,2,210.29,0.02,0.05,90.12,0.34,0.75,0.79,0.09
2023-04-29 08:00:00,2,211.95,0.02,0.06,85.12,0.29,0.94,0.98,0.09
2023-04-29 09:00:00,2,213.62,0.02,0.08,80.82,0.26,1.05,1.09,0.09
2023-04-29 10:00:00,2,211.95,0.01,0.09,71.53,0.13,1.06,1.09,0.05
2023-04-29 11:00:00,2,210.29,0.01,0.1,62.94,0.05,0.95,0.98,0.03
2023-04-29 12:00:00,2,208.62,0,0.1,60.8,0.04,0.75,0.77,0.03
2023-04-29 13:00:00,2,208.62,0,0.09,62.94,0.05,0.61,0.64,0.04
2023-04-29 14:00:00,2,208.62,0,0.09,67.23,0.06,0.56,0.59,0.04
2023-04-29 15:00:00,2,210.29,0,0.08,72.96,0.09,0.57,0.6,0.04
2023-04-29 16:00:00,2,211.95,0,0.06,83.68,0.16,0.6,0.65,0.05
2023-04-29 17:00:00,2,213.62,0,0.05,88.69,0.18,0.63,0.68,0.04
2023-04-29 18:00:00,2,213.62,0,0.06,88.69,0.19,0.63,0.68,0.04
2023-04-29 19:00:00,2,210.29,0,0.07,84.4,0.22,0.58,0.63,0.04
2023-04-29 20:00:00,2,210.29,0,0.07,80.82,0.23,0.51,0.56,0.04
2023-04-29 21:00:00,2,210.29,0,0.08,77.96,0.24,0.5,0.54,0.04
2023-04-29 22:00:00,2,208.62,0,0.1,76.53,0.22,0.5,0.53,0.04
2023-04-29 23:00:00,2,206.95,0.01,0.09,75.82,0.21,0.5,0.52,0.03
2023-04-30 00:00:00,2,205.28,0.02,0.08,75.1,0.2,0.5,0.52,0.03
2023-04-30 01:00:00,2,203.61,0.01,0.08,75.1,0.19,0.5,0.52,0.03
2023-04-30 02:00:00,2,203.61,0.02,0.08,74.39,0.18,0.5,0.52,0.03
2023-04-30 03:00:00,2,203.61,0.02,0.07,75.82,0.19,0.5,0.51,0.03
2023-04-30 04:00:00,2,203.61,0.02,0.07,82.25,0.24,0.5,0.51,0.04
2023-04-30 05:00:00,2,205.28,0.02,0.08,83.68,0.25,0.5,0.52,0.05
2023-04-30 06:00:00,2,205.28,0.02,0.09,82.25,0.24,0.5,0.52,0.06
2023-04-30 07:00:00,2,205.28,0.01,0.09,82.25,0.19,0.5,0.51,0.05
2023-04-30 08:00:00,2,206.95,0.01,0.08,85.83,0.15,0.5,0.5,0.04
2023-04-30 09:00:00,2,211.95,0.01,0.08,90.12,0.14,0.5,0.5,0.04
2023-04-30 10:00:00,2,213.62,0.01,0.08,91.55,0.12,0.5,0.5,0.03
2023-04-30 11:00:00,2,216.96,0,0.09,91.55,0.09,0.5,0.5,0.03
2023-04-30 12:00:00,2,216.96,0,0.1,90.12,0.08,0.5,0.5,0.03
2023-04-30 13:00:00,2,213.62,0,0.1,87.98,0.07,0.5,0.5,0.03
2023-04-30 14:00:00,2,213.62,0,0.09,85.12,0.05,0.5,0.5,0.03
2023-04-30 15:00:00,2,213.62,0,0.08,82.97,0.05,0.5,0.5,0.02
2023-04-30 16:00:00,2,213.62,0,0.08,78.68,0.04,0.5,0.5,0.02
2023-04-30 17:00:00,2,213.62,0,0.07,72.24,0.03,0.5,0.5,0.01
2023-04-30 18:00:00,2,213.62,0,0.07,67.95,0.03,0.5,0.5,0.01
2023-04-30 19:00:00,2,213.62,0,0.07,65.09,0.03,0.5,0.5,0.01
2023-04-30 20:00:00,2,213.62,0,0.06,65.09,0.03,0.5,0.5,0.01
2023-04-30 21:00:00,2,216.96,0,0.07,68.66,0.03,0.5,0.5,0.01
2023-04-30 22:00:00,2,220.3,0,0.09,76.53,0.05,0.5,0.5,0
2023-04-30 23:00:00,2,216.96,0,0.09,78.68,0.06,0.5,0.5,0
2023-05-01 00:00:00,2,213.62,0.01,0.09,75.82,0.06,0.5,0.5,0.01
2023-05-01 01:00:00,2,211.95,0.01,0.08,72.24,0.05,0.5,0.5,0.01
2023-05-01 02:00:00,2,211.95,0.01,0.07,70.1,0.04,0.5,0.5,0
2023-05-01 03:00:00,2,210.29,0.01,0.05,70.81,0.04,0.5,0.5,0.01
2023-05-01 04:00:00,2,211.95,0.01,0.05,89.41,0.11,0.5,0.5,0
2023-05-01 05:00:00,2,220.3,0.01,0.05,91.55,0.11,0.5,0.5,0
2023-05-01 06:00:00,2,226.97,0.01,0.05,90.12,0.12,0.5,0.5,0
2023-05-01 07:00:00,2,223.64,0.01,0.05,85.83,0.13,0.5,0.5,0
2023-05-01 08:00:00,2,220.3,0,0.05,81.54,0.12,0.5,0.5,0
2023-05-01 09:00:00,2,216.96,0,0.05,77.25,0.1,0.5,0.5,0
2023-05-01 10:00:00,2,213.62,0,0.05,74.39,0.07,0.5,0.5,0
2023-05-01 11:00:00,2,213.62,0,0.06,73.67,0.07,0.5,0.5,0
2023-05-01 12:00:00,2,220.3,0,0.07,76.53,0.08,0.5,0.5,0
2023-05-01 13:00:00,2,223.64,0,0.07,75.82,0.06,0.5,0.5,0
2023-05-01 14:00:00,2,226.97,0,0.08,70.81,0.04,0.5,0.5,0
2023-05-01 15:00:00,2,226.97,0,0.08,65.09,0.03,0.5,0.5,0
2023-05-01 16:00:00,1,223.64,0,0.08,58.65,0.03,0.53,0.53,0
2023-05-01 17:00:00,1,223.64,0,0.08,52.93,0.03,0.67,0.67,0
2023-05-01 18:00:00,1,220.3,0,0.08,50.07,0.04,0.87,0.87,0
2023-05-01 19:00:00,1,208.62,0,0.1,55.07,0.07,0.66,0.66,0.01
2023-05-01 20:00:00,1,205.28,0,0.11,56.51,0.06,0.5,0.5,0.01
2023-05-01 21:00:00,1,205.28,0,0.11,57.94,0.05,0.5,0.5,0.01
2023-05-01 22:00:00,2,206.95,0,0.1,60.08,0.05,0.5,0.5,0
2023-05-01 23:00:00,2,206.95,0,0.08,61.51,0.05,0.5,0.5,0
2023-05-02 00:00:00,2,205.28,0.01,0.05,62.94,0.04,0.5,0.5,0
2023-05-02 01:00:00,2,201.94,0.01,0.03,67.95,0.05,0.5,0.5,0
2023-05-02 02:00:00,2,200.27,0.01,0.03,67.95,0.05,0.5,0.5,0
2023-05-02 03:00:00,2,200.27,0.01,0.03,67.23,0.05,0.5,0.5,0
2023-05-02 04:00:00,2,198.6,0.01,0.03,66.52,0.05,0.5,0.5,0
2023-05-02 05:00:00,2,200.27,0.01,0.02,65.8,0.04,0.5,0.5,0
2023-05-02 06:00:00,2,200.27,0.01,0.02,65.09,0.04,0.5,0.5,0
2023-05-02 07:00:00,2,200.27,0.01,0.03,65.09,0.04,0.5,0.5,0
2023-05-02 08:00:00,2,200.27,0,0.03,65.09,0.04,0.5,0.5,0
2023-05-02 09:00:00,2,200.27,0,0.03,64.37,0.04,0.5,0.5,0
2023-05-02 10:00:00,2,201.94,0,0.03,64.37,0.03,0.5,0.5,0
2023-05-02 11:00:00,2,205.28,0,0.04,65.8,0.04,0.5,0.5,0
2023-05-02 12:00:00,2,208.62,0,0.04,68.66,0.04,0.5,0.5,0
2023-05-02 13:00:00,2,210.29,0,0.05,71.53,0.04,0.5,0.5,0
2023-05-02 14:00:00,2,210.29,0,0.05,72.24,0.03,0.5,0.5,0
2023-05-02 15:00:00,2,210.29,0,0.06,70.81,0.04,0.5,0.5,0
2023-05-02 16:00:00,2,208.62,0,0.06,70.1,0.04,0.5,0.5,0
2023-05-02 17:00:00,2,210.29,0,0.07,67.23,0.04,0.5,0.5,0.01
2023-05-02 18:00:00,2,211.95,0,0.08,62.23,0.04,0.5,0.5,0.01
2023-05-02 19:00:00,1,210.29,0,0.09,57.22,0.04,0.5,0.5,0.01
2023-05-02 20:00:00,1,208.62,0,0.09,52.93,0.04,0.59,0.59,0.01
2023-05-02 21:00:00,1,208.62,0,0.1,50.07,0.04,0.7,0.7,0.01
2023-05-02 22:00:00,1,211.95,0,0.11,50.07,0.05,0.73,0.73,0.01
2023-05-02 23:00:00,1,213.62,0,0.12,50.78,0.07,0.79,0.79,0
2023-05-03 00:00:00,1,213.62,0.01,0.11,52.21,0.1,0.87,0.87,0
2023-05-03 01:00:00,1,210.29,0.01,0.09,52.93,0.12,0.81,0.81,0
2023-05-03 02:00:00,1,210.29,0.01,0.07,51.5,0.11,0.79,0.79,0
2023-05-03 03:00:00,1,210.29,0.01,0.04,51.5,0.1,0.73,0.73,0
2023-05-03 04:00:00,1,208.62,0.01,0.03,56.51,0.09,0.52,0.52,0
2023-05-03 05:00:00,2,208.62,0,0.02,62.23,0.1,0.5,0.5,0
2023-05-03 06:00:00,2,206.95,0,0.02,67.95,0.11,0.5,0.5,0
2023-05-03 07:00:00,2,208.62,0,0.02,72.96,0.12,0.5,0.5,0
2023-05-03 08:00:00,2,208.62,0,0.02,75.82,0.13,0.5,0.5,0
2023-05-03 09:00:00,2,206.95,0,0.03,79.39,0.14,0.5,0.5,0
2023-05-03 10:00:00,2,206.95,0,0.03,81.54,0.13,0.5,0.51,0
2023-05-03 11:00:00,2,208.62,0,0.04,82.25,0.13,0.5,0.51,0
2023-05-03 12:00:00,2,210.29,0,0.04,83.68,0.14,0.5,0.51,0
2023-05-03 13:00:00,2,211.95,0,0.05,83.68,0.14,0.5,0.51,0
2023-05-03 14:00:00,2,213.62,0,0.06,83.68,0.14,0.5,0.51,0
2023-05-03 15:00:00,2,213.62,0,0.06,82.97,0.14,0.5,0.51,0
2023-05-03 16:00:00,2,213.62,0,0.07,81.54,0.14,0.5,0.51,0
2023-05-03 17:00:00,2,213.62,0,0.07,80.11,0.13,0.5,0.51,0
2023-05-03 18:00:00,2,213.62,0,0.07,80.11,0.13,0.5,0.51,0
2023-05-03 19:00:00,2,216.96,0,0.07,81.54,0.14,0.5,0.52,0
2023-05-03 20:00:00,2,216.96,0,0.07,82.97,0.15,0.5,0.52,0
2023-05-03 21:00:00,2,216.96,0,0.06,82.97,0.14,0.5,0.52,0
2023-05-03 22:00:00,2,213.62,0,0.05,81.54,0.14,0.5,0.52,0
2023-05-03 23:00:00,2,211.95,0.01,0.04,80.11,0.13,0.5,0.53,0
2023-05-04 00:00:00,2,211.95,0.01,0.03,80.11,0.13,0.5,0.53,0
2023-05-04 01:00:00,2,211.95,0.01,0.02,85.12,0.14,0.5,0.53,0
2023-05-04 02:00:00,2,211.95,0.01,0.02,86.55,0.14,0.5,0.52,0
2023-05-04 03:00:00,2,210.29,0.01,0.02,86.55,0.14,0.5,0.52,0
2023-05-04 04:00:00,2,206.95,0.01,0.02,87.26,0.15,0.5,0.51,0
2023-05-04 05:00:00,2,205.28,0.01,0.02,87.98,0.15,0.5,0.51,0
2023-05-04 06:00:00,2,203.61,0.01,0.02,87.26,0.14,0.5,0.51,0.02
2023-05-04 07:00:00,2,236.99,0.01,0.03,87.26,0.13,3.29,3.3,0.52
2023-05-04 08:00:00,2,353.81,0.01,0.05,87.98,0.13,16.51,16.52,2.47
2023-05-04 09:00:00,3,427.25,0.01,0.06,90.12,0.12,25.4,25.42,3.42
2023-05-04 10:00:00,3,447.27,0.01,0.09,89.41,0.11,27.42,27.44,2.91
2023-05-04 11:00:00,3,433.92,0,0.1,86.55,0.08,26.24,26.25,2.03
2023-05-04 12:00:00,2,393.87,0,0.11,82.25,0.07,21.48,21.5,1.2
2023-05-04 13:00:00,2,323.77,0,0.1,74.39,0.05,14.01,14.03,0.54
2023-05-04 14:00:00,2,247,0,0.09,70.81,0.05,5.17,5.18,0.13
2023-05-04 15:00:00,2,213.62,0,0.07,76.53,0.07,1.19,1.21,0.03
2023-05-04 16:00:00,2,216.96,0,0.07,80.82,0.09,1.38,1.4,0.15
2023-05-04 17:00:00,2,226.97,0,0.07,78.68,0.08,2.52,2.54,0.28
2023-05-04 18:00:00,2,230.31,0,0.07,75.82,0.07,3.07,3.09,0.3
2023-05-04 19:00:00,2,243.66,0,0.07,72.96,0.07,4.19,4.2,0.42
2023-05-04 20:00:00,2,270.37,0,0.07,71.53,0.07,6.19,6.2,0.66
2023-05-04 21:00:00,2,280.38,0,0.07,71.53,0.07,6.83,6.84,0.77
2023-05-04 22:00:00,2,273.7,0,0.07,72.24,0.07,6.12,6.12,0.71
2023-05-04 23:00:00,2,263.69,0,0.05,72.24,0.07,5.3,5.3,0.63
2023-05-05 00:00:00,2,253.68,0.01,0.04,72.96,0.06,4.52,4.52,0.54
2023-05-05 01:00:00,2,253.68,0.01,0.03,74.39,0.06,4.54,4.55,0.57
2023-05-05 02:00:00,2,253.68,0.01,0.03,75.1,0.06,5.06,5.06,0.65
2023-05-05 03:00:00,2,250.34,0.01,0.03,75.82,0.07,4.84,4.84,0.63
2023-05-05 04:00:00,2,240.33,0.01,0.03,79.39,0.08,3.95,3.96,0.47
2023-05-05 05:00:00,2,236.99,0.01,0.04,78.68,0.08,3.82,3.83,0.42
2023-05-05 06:00:00,2,233.65,0.01,0.04,76.53,0.07,3.77,3.78,0.4
2023-05-05 07:00:00,2,233.65,0.01,0.04,74.39,0.07,3.68,3.69,0.38
2023-05-05 08:00:00,2,233.65,0.01,0.05,73.67,0.07,3.62,3.63,0.35
2023-05-05 09:00:00,2,236.99,0.01,0.05,72.96,0.06,3.86,3.87,0.36
2023-05-05 10:00:00,2,247,0.01,0.06,67.95,0.05,4.46,4.47,0.36
2023-05-05 11:00:00,2,250.34,0,0.07,65.8,0.04,4.55,4.56,0.33
2023-05-05 12:00:00,2,250.34,0,0.07,64.37,0.03,4.16,4.17,0.33
2023-05-05 13:00:00,2,257.02,0,0.07,65.09,0.03,3.87,3.87,0.36
2023-05-05 14:00:00,2,263.69,0,0.07,65.09,0.03,3.9,3.9,0.41
2023-05-05 15:00:00,2,267.03,0,0.07,66.52,0.04,4.22,4.22,0.46
2023-05-05 16:00:00,2,273.7,0,0.07,68.66,0.04,4.7,4.71,0.51
2023-05-05 17:00:00,2,273.7,0,0.07,70.81,0.05,5.32,5.33,0.55
2023-05-05 18:00:00,2,277.04,0,0.07,72.24,0.05,5.62,5.63,0.59
2023-05-05 19:00:00,2,280.38,0,0.08,72.24,0.06,5.8,5.81,0.66
2023-05-05 20:00:00,2,280.38,0,0.08,71.53,0.08,5.7,5.7,0.7
2023-05-05 21:00:00,2,277.04,0,0.1,71.53,0.13,5.12,5.13,0.63
2023-05-05 22:00:00,2,263.69,0.01,0.15,72.96,0.23,4.15,4.16,0.41
2023-05-05 23:00:00,2,247,0.03,0.23,75.82,0.35,3.16,3.17,0.22
2023-05-06 00:00:00,2,233.65,0.05,0.25,80.82,0.42,2.29,2.3,0.12
2023-05-06 01:00:00,2,220.3,0.04,0.21,88.69,0.42,1.18,1.19,0.04
2023-05-06 02:00:00,2,216.96,0.04,0.17,90.12,0.42,0.77,0.78,0.03
2023-05-06 03:00:00,2,216.96,0.03,0.12,88.69,0.36,0.71,0.72,0.03
2023-05-06 04:00:00,2,216.96,0.02,0.07,85.83,0.26,0.65,0.65,0.03
2023-05-06 05:00:00,2,216.96,0.02,0.05,81.54,0.2,0.54,0.55,0.03
2023-05-06 06:00:00,2,216.96,0.01,0.04,77.96,0.15,0.5,0.5,0.03
2023-05-06 07:00:00,2,216.96,0.01,0.04,74.39,0.12,0.5,0.5,0.03
2023-05-06 08:00:00,2,216.96,0.01,0.05,73.67,0.1,0.5,0.5,0.03
2023-05-06 09:00:00,2,220.3,0,0.05,73.67,0.09,0.5,0.5,0.03
2023-05-06 10:00:00,2,220.3,0,0.06,74.39,0.08,0.5,0.5,0.03
2023-05-06 11:00:00,2,226.97,0,0.06,75.1,0.08,0.5,0.5,0.03
2023-05-06 12:00:00,2,236.99,0,0.07,77.25,0.09,0.5,0.5,0.04
2023-05-06 13:00:00,2,247,0,0.07,78.68,0.1,0.5,0.5,0.05
2023-05-06 14:00:00,2,250.34,0,0.07,80.11,0.1,0.5,0.5,0.04
2023-05-06 15:00:00,2,253.68,0,0.08,80.82,0.1,0.5,0.5,0.04
2023-05-06 16:00:00,2,263.69,0,0.09,82.97,0.11,0.5,0.5,0.04
2023-05-06 17:00:00,2,283.72,0,0.1,86.55,0.12,0.5,0.5,0.05
2023-05-06 18:00:00,2,303.75,0,0.11,89.41,0.12,0.5,0.5,0.05
2023-05-06 19:00:00,2,317.1,0,0.12,91.55,0.12,0.5,0.5,0.04
2023-05-06 20:00:00,2,320.43,0,0.12,90.84,0.12,0.5,0.5,0.02
2023-05-06 21:00:00,2,323.77,0,0.12,89.41,0.11,0.5,0.5,0.01
2023-05-06 22:00:00,2,323.77,0,0.13,85.12,0.1,0.5,0.5,0.01
2023-05-06 23:00:00,2,340.46,0.01,0.13,79.39,0.09,0.5,0.5,0
2023-05-07 00:00:00,2,370.5,0.02,0.11,75.1,0.08,0.59,0.59,0.01
2023-05-07 01:00:00,2,377.18,0.02,0.08,71.53,0.07,0.83,0.83,0.01
2023-05-07 02:00:00,2,360.49,0.02,0.05,68.66,0.06,0.84,0.84,0.01
2023-05-07 03:00:00,2,333.79,0.01,0.04,67.23,0.05,0.7,0.7,0.01
2023-05-07 04:00:00,2,283.72,0.01,0.03,65.8,0.05,0.5,0.5,0
2023-05-07 05:00:00,2,243.66,0.01,0.03,65.09,0.05,0.5,0.5,0
2023-05-07 06:00:00,2,220.3,0.01,0.03,66.52,0.05,0.5,0.5,0
2023-05-07 07:00:00,2,211.95,0.01,0.03,66.52,0.04,0.5,0.5,0
2023-05-07 08:00:00,2,206.95,0,0.03,65.8,0.03,0.5,0.5,0
2023-05-07 09:00:00,2,205.28,0,0.03,65.8,0.03,0.5,0.5,0
2023-05-07 10:00:00,2,205.28,0,0.03,64.37,0.03,0.5,0.5,0
2023-05-07 11:00:00,2,206.95,0,0.03,63.66,0.03,0.5,0.5,0
2023-05-07 12:00:00,2,206.95,0,0.04,63.66,0.03,0.5,0.5,0
2023-05-07 13:00:00,2,208.62,0,0.04,62.94,0.03,0.5,0.5,0
2023-05-07 14:00:00,2,208.62,0,0.04,62.94,0.04,0.5,0.5,0
2023-05-07 15:00:00,2,210.29,0,0.04,62.23,0.04,0.5,0.5,0
2023-05-07 16:00:00,2,211.95,0,0.04,62.94,0.04,0.5,0.5,0
2023-05-07 17:00:00,2,211.95,0,0.04,62.23,0.04,0.5,0.5,0
2023-05-07 18:00:00,2,211.95,0,0.04,62.23,0.04,0.5,0.5,0
2023-05-07 19:00:00,2,211.95,0,0.05,62.94,0.05,0.5,0.5,0
2023-05-07 20:00:00,2,213.62,0,0.05,63.66,0.05,0.5,0.5,0
2023-05-07 21:00:00,2,213.62,0,0.05,64.37,0.05,0.5,0.5,0
2023-05-07 22:00:00,2,213.62,0,0.05,64.37,0.05,0.5,0.5,0
2023-05-07 23:00:00,2,213.62,0,0.04,64.37,0.05,0.5,0.5,0
2023-05-08 00:00:00,2,213.62,0.01,0.03,64.37,0.05,0.5,0.5,0
2023-05-08 01:00:00,2,211.95,0.01,0.03,65.8,0.05,0.5,0.5,0
2023-05-08 02:00:00,2,211.95,0,0.02,67.95,0.05,0.5,0.5,0
2023-05-08 03:00:00,2,210.29,0,0.02,70.81,0.05,0.5,0.5,0
2023-05-08 04:00:00,2,208.62,0,0.02,73.67,0.05,0.5,0.5,0
2023-05-08 05:00:00,2,208.62,0.01,0.02,76.53,0.06,0.5,0.5,0
2023-05-08 06:00:00,2,208.62,0.01,0.02,76.53,0.05,0.5,0.5,0
2023-05-08 07:00:00,2,208.62,0.01,0.02,73.67,0.05,0.5,0.5,0
2023-05-08 08:00:00,2,206.95,0.01,0.02,70.81,0.05,0.5,0.5,0
2023-05-08 09:00:00,2,206.95,0,0.02,69.38,0.04,0.5,0.5,0
2023-05-08 10:00:00,2,206.95,0,0.03,67.95,0.04,0.5,0.5,0
2023-05-08 11:00:00,2,206.95,0,0.03,65.8,0.04,0.5,0.5,0
2023-05-08 12:00:00,2,205.28,0,0.03,63.66,0.04,0.5,0.5,0
2023-05-08 13:00:00,1,205.28,0,0.03,57.22,0.02,0.5,0.5,0
2023-05-08 14:00:00,1,205.28,0,0.04,49.35,0.01,0.5,0.5,0.01
